DevTypeMain	Country	LanguageWorkedWith	DatabaseWorkedWith	MiscTechWorkedWithMain	MiscTechWorkedWithSecondary1	MiscTechWorkedWithSecondary2	MiscTechWorkedWithSecondary3
Academic researcher	India	Assembly	Firebase	Cordova	Hadoop	.NET	Node.js
Developer, back-end	Germany	C++	Firebase	.NET	Node.js		
Data or business analyst	Spain	Python	PostgreSQL	Pandas	TensorFlow		
Designer	United States	C++	MySQL	Cordova			
Data scientist or machine learning specialist	United States	Bash/Shell/PowerShell		Pandas			
Developer, back-end	Pakistan	Bash/Shell/PowerShell	Elasticsearch	Node.js			
Developer, full-stack	United Kingdom	C#	Microsoft SQL Server	.NET	Xamarin		
Designer	Spain	Assembly	MySQL	Node.js	Unity 3D		
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	Node.js		
Developer, full-stack	Brazil	Bash/Shell/PowerShell	Elasticsearch	Ansible	Node.js		
Data or business analyst	Canada	Bash/Shell/PowerShell	Elasticsearch	Node.js			
Developer, front-end	China	HTML/CSS	Elasticsearch	React Native			
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Ansible	Node.js	Pandas	Puppet
Developer, back-end	India	PHP	MySQL	Pandas	React Native	TensorFlow	
Developer, back-end	Australia	Bash/Shell/PowerShell	MariaDB	Ansible			
Developer, back-end	France	C#	Oracle	.NET	.NET Core		
Developer, back-end	Poland	Bash/Shell/PowerShell	MySQL	Ansible	React Native		
Developer, back-end	Pakistan	Assembly	Firebase	Apache Spark	Pandas	TensorFlow	
Designer	United States	C#	Microsoft SQL Server	.NET	Node.js		
Academic researcher	France	Bash/Shell/PowerShell	PostgreSQL	Pandas			
Data scientist or machine learning specialist	Canada	Bash/Shell/PowerShell	DynamoDB	Apache Spark	Hadoop	Pandas	
Developer, full-stack	United States	C#	MariaDB	.NET	.NET Core	Xamarin	
Developer, front-end	India	Bash/Shell/PowerShell	Oracle	Node.js	React Native		
Database administrator	Sweden	C#	MongoDB	.NET	.NET Core		
Designer	Spain	HTML/CSS	MySQL	Node.js			
Developer, back-end	France	C#	MongoDB	.NET Core	Pandas		
Data scientist or machine learning specialist	Russian Federation	C++	Microsoft SQL Server	TensorFlow			
Developer, full-stack	Russian Federation	HTML/CSS	PostgreSQL	Ansible			
Developer, full-stack	Brazil	HTML/CSS	Microsoft SQL Server	Node.js			
Developer, full-stack	India	HTML/CSS	MySQL	Node.js			
Developer, full-stack	Poland	C#	Elasticsearch	.NET	.NET Core		
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	Elasticsearch	.NET	.NET Core		
Developer, front-end	United States	C#	Microsoft SQL Server	.NET	.NET Core	Node.js	React Native
Developer, full-stack	Brazil	Bash/Shell/PowerShell	MongoDB	Ansible	Node.js		
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Developer, back-end	Germany	Bash/Shell/PowerShell	MySQL	Ansible	Puppet	Other(s):	
Developer, back-end	France	Bash/Shell/PowerShell	PostgreSQL	Node.js	React Native		
Developer, front-end	Canada	C#	Microsoft SQL Server	.NET			
Academic researcher	Spain	Bash/Shell/PowerShell	MySQL	.NET			
Developer, back-end	Germany	Bash/Shell/PowerShell	PostgreSQL	Flutter	Other(s):		
Developer, full-stack	Netherlands	Bash/Shell/PowerShell	Elasticsearch	Ansible	Apache Spark	Hadoop	.NET
Developer, back-end	United States	Bash/Shell/PowerShell	Elasticsearch	Ansible	Apache Spark		
Developer, full-stack	United Kingdom	Bash/Shell/PowerShell	Firebase	Node.js			
Developer, back-end	Poland	Bash/Shell/PowerShell	PostgreSQL	Ansible			
Developer, back-end	Canada	C#	Microsoft SQL Server	.NET	.NET Core	Node.js	
Data scientist or machine learning specialist	India	C++	MySQL	Node.js	Pandas		
Designer	Canada	C	Firebase	Node.js	React Native		
Developer, back-end	Sweden	Bash/Shell/PowerShell	PostgreSQL	Ansible			
Developer, full-stack	Germany	Bash/Shell/PowerShell	PostgreSQL	Other(s):			
Developer, full-stack	France	Bash/Shell/PowerShell	MariaDB	Node.js			
Developer, back-end	United Kingdom	HTML/CSS	MySQL	Node.js			
Developer, back-end	United States	C#	Oracle	.NET	Node.js		
Developer, back-end	United States	Python	MySQL	Pandas			
Developer, front-end	India	Elixir	MongoDB	Apache Spark	Node.js		
Developer, back-end	United States	Bash/Shell/PowerShell	DynamoDB	Node.js			
Developer, full-stack	United States	Bash/Shell/PowerShell	MariaDB	Ansible	Node.js	Puppet	
Developer, full-stack	India	Go	Elasticsearch	.NET	Node.js	TensorFlow	
Developer, back-end	Spain	C#	Microsoft SQL Server	.NET	.NET Core	Unity 3D	
Developer, back-end	Russian Federation	Assembly	Microsoft SQL Server	.NET	.NET Core		
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	MariaDB	Ansible			
Developer, back-end	Sweden	Bash/Shell/PowerShell	DynamoDB	.NET	.NET Core		
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	
Database administrator	United States	Bash/Shell/PowerShell	MySQL	React Native			
Developer, back-end	India	C	Couchbase	Cordova	.NET	.NET Core	Node.js
Database administrator	United States	Bash/Shell/PowerShell	PostgreSQL	Node.js			
Academic researcher	India	Bash/Shell/PowerShell	Elasticsearch	Apache Spark	Node.js	Pandas	TensorFlow
Developer, back-end	India	Go	MongoDB	Node.js	React Native	TensorFlow	
Database administrator	United States	HTML/CSS	Microsoft SQL Server	Cordova			
Designer	India	Bash/Shell/PowerShell	DynamoDB	Node.js	React Native		
Developer, back-end	Poland	C#	MySQL	.NET			
Developer, full-stack	India	HTML/CSS	Oracle	Node.js			
Developer, back-end	Brazil	Bash/Shell/PowerShell	MariaDB	Cordova			
Developer, back-end	India	C	Microsoft SQL Server	Chef	.NET	.NET Core	Node.js
Database administrator	United Kingdom	Bash/Shell/PowerShell	Firebase	.NET	.NET Core		
Database administrator	United States	Bash/Shell/PowerShell	DynamoDB	CryEngine	Flutter	.NET Core	Node.js
Academic researcher	Ukraine	C	MySQL	.NET	Unity 3D		
Database administrator	United States	C#	MongoDB	.NET	.NET Core	Node.js	
Developer, back-end	United States	Bash/Shell/PowerShell	PostgreSQL	.NET	.NET Core		
Data or business analyst	India	JavaScript	MySQL	Ansible	Apache Spark	Hadoop	Pandas
Developer, full-stack	United States	Bash/Shell/PowerShell	MySQL	.NET	Node.js		
Developer, front-end	United States	Bash/Shell/PowerShell	SQLite	.NET	Unity 3D	Xamarin	
Developer, back-end	Netherlands	Java	Firebase	Ansible			
Designer	Italy	C	Firebase	Pandas			
Developer, full-stack	Netherlands	C#	Microsoft SQL Server	.NET Core	Node.js	Xamarin	
Database administrator	Spain	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Developer, QA or test	Sweden	HTML/CSS	SQLite	Node.js			
Academic researcher	United States	Assembly	Cassandra	Apache Spark	Node.js	Pandas	TensorFlow
Designer	United Kingdom	Assembly	SQLite	Unity 3D			
Designer	Italy	Assembly	Microsoft SQL Server	.NET	Pandas	Unity 3D	Unreal Engine
Database administrator	United States	HTML/CSS	Microsoft SQL Server	.NET	.NET Core		
Designer	United States	C#		.NET	Node.js		
Developer, back-end	Turkey	HTML/CSS	MySQL	Node.js	React Native		
Developer, full-stack	Brazil	Bash/Shell/PowerShell	DynamoDB	Node.js	React Native		
Developer, back-end	United Kingdom	C#	Oracle	.NET			
Developer, back-end	India	Python	MySQL	Pandas	TensorFlow	Torch/PyTorch	
Database administrator	Russian Federation	Bash/Shell/PowerShell	Elasticsearch	Ansible			
Developer, back-end	Brazil	Bash/Shell/PowerShell	MongoDB	.NET	Node.js	Xamarin	
Designer	United States	Bash/Shell/PowerShell	MySQL	Node.js			
Designer	Germany	HTML/CSS	Firebase	Node.js			
Developer, front-end	United States	Bash/Shell/PowerShell	MongoDB	Node.js			
Designer	United States	C#	Firebase	Unity 3D			
Developer, full-stack	Poland	Bash/Shell/PowerShell	Elasticsearch	Cordova	Node.js	React Native	
Data or business analyst	Germany	C	Oracle	Node.js			
Data or business analyst	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Cordova	.NET	.NET Core	Node.js
Database administrator	Ukraine	HTML/CSS	MariaDB	Node.js			
Developer, back-end	United States	C#		.NET	.NET Core	Node.js	Xamarin
Developer, back-end	United States	C	Couchbase	Apache Spark	Node.js	Pandas	Unity 3D
Developer, full-stack	United States	Bash/Shell/PowerShell	DynamoDB	.NET	Node.js	Pandas	React Native
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	TensorFlow	Torch/PyTorch
Developer, back-end	Netherlands	Bash/Shell/PowerShell	DynamoDB	Node.js			
Data or business analyst	Australia	C++	Couchbase	Apache Spark	Hadoop	Pandas	
Academic researcher	India	C++	MySQL	Pandas			
Developer, full-stack	India	C#	Microsoft SQL Server	.NET			
Developer, full-stack	United States	C#	Microsoft SQL Server	.NET			
Developer, back-end	Poland	Java	Oracle	Apache Spark			
Developer, full-stack	United Kingdom	Assembly	Couchbase	Chef	Node.js		
Developer, back-end	Germany	C#	SQLite	.NET Core	Xamarin		
Developer, full-stack	United States	Bash/Shell/PowerShell	MySQL	Apache Spark	Hadoop	Node.js	
Developer, back-end	United Kingdom	Elixir	Microsoft SQL Server	Node.js			
Data or business analyst	Canada	HTML/CSS	Microsoft SQL Server	.NET	.NET Core		
Developer, full-stack	India	C	Firebase	Apache Spark	Unity 3D	Unreal Engine	
Data or business analyst	United States	Bash/Shell/PowerShell	PostgreSQL	Pandas			
Developer, back-end	India	Java		Apache Spark	Hadoop		
Academic researcher	Canada	C#	MySQL	.NET	.NET Core	Unity 3D	Unreal Engine
Developer, back-end	Germany	C#	MySQL	.NET	Node.js		
Designer	Sweden	HTML/CSS	MongoDB	Node.js			
Developer, back-end	United States	Java	Cassandra	Node.js			
Developer, back-end	Canada	Bash/Shell/PowerShell	Elasticsearch	Ansible	Node.js		
Developer, full-stack	United States	C#	Microsoft SQL Server	.NET			
Developer, back-end	Germany	Bash/Shell/PowerShell		Node.js			
Data scientist or machine learning specialist	France	Bash/Shell/PowerShell	Firebase	Node.js	Pandas	TensorFlow	Other(s):
Developer, full-stack	United States	C++	Microsoft SQL Server	.NET	.NET Core		
Developer, back-end	Canada	Bash/Shell/PowerShell	Elasticsearch	Pandas			
Developer, back-end	United States	Java	Oracle	Ansible			
Data or business analyst	United Kingdom	Python	Microsoft SQL Server	Pandas			
Data scientist or machine learning specialist	United States	HTML/CSS	Microsoft SQL Server	Apache Spark	Pandas	TensorFlow	
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	MySQL	Node.js			
Developer, back-end	Russian Federation	HTML/CSS	Elasticsearch	Node.js	React Native		
Developer, front-end	India	Assembly	MongoDB	.NET Core	Node.js		
Developer, full-stack	Turkey	Assembly	MongoDB	.NET	.NET Core	Node.js	React Native
Developer, full-stack	France	HTML/CSS	MariaDB	Node.js			
Developer, back-end	United States	Bash/Shell/PowerShell	MariaDB	.NET	Pandas	Unity 3D	
Developer, full-stack	Greece	HTML/CSS	SQLite	Node.js	React Native		
Developer, back-end	Russian Federation	Bash/Shell/PowerShell	Elasticsearch	.NET	.NET Core		
Data or business analyst	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	Pandas
Developer, back-end	United States	HTML/CSS	Elasticsearch	Cordova	Node.js		
Developer, back-end	Netherlands	C++	MariaDB	Node.js			
Developer, back-end	Brazil	Java	Cassandra	Ansible			
Developer, full-stack	Russian Federation	HTML/CSS	Firebase	.NET Core	Node.js		
Academic researcher	Pakistan	Assembly	Firebase	.NET	.NET Core	Xamarin	
Developer, back-end	Brazil	Assembly	Microsoft SQL Server	.NET	.NET Core	Node.js	Unity 3D
Academic researcher	United States	Bash/Shell/PowerShell		Apache Spark	TensorFlow		
Designer	India	Assembly	MySQL	Node.js			
Developer, back-end	Germany	Bash/Shell/PowerShell	Other(s):	Node.js			
Developer, back-end	United States	Bash/Shell/PowerShell	MongoDB	.NET	.NET Core	Node.js	
Database administrator	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Database administrator	Canada	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core		
Developer, full-stack	United States	Bash/Shell/PowerShell	MariaDB	Apache Spark	Cordova	Node.js	
Designer	Netherlands	Assembly	Microsoft SQL Server	.NET	.NET Core	Unity 3D	
Developer, back-end	United Kingdom	Bash/Shell/PowerShell		.NET			
Designer	India	Java	Elasticsearch	Hadoop	Node.js		
Developer, back-end	United States	C#	Microsoft SQL Server	.NET	Xamarin		
Developer, full-stack	India	Bash/Shell/PowerShell	PostgreSQL	Node.js			
Developer, back-end	India	HTML/CSS	MySQL	Node.js			
Data or business analyst	United States	Bash/Shell/PowerShell	Microsoft SQL Server	Hadoop	.NET	Node.js	Pandas
Developer, back-end	United Kingdom	C	MongoDB	Pandas			
Data scientist or machine learning specialist	United States	Bash/Shell/PowerShell	MySQL	Apache Spark	Hadoop	Pandas	
Database administrator	United Kingdom	Bash/Shell/PowerShell	Microsoft SQL Server	Ansible	Other(s):		
Developer, QA or test	United States	Bash/Shell/PowerShell	MySQL	Puppet			
Developer, front-end	Australia	HTML/CSS	Firebase	.NET Core			
Data or business analyst	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core		
Developer, full-stack	United States	Java	MongoDB	Node.js	Pandas	Puppet	
Developer, front-end	Italy	HTML/CSS	Microsoft SQL Server	Node.js	Unity 3D		
Academic researcher	India	Assembly	Elasticsearch	Pandas	TensorFlow		
Database administrator	United States	Bash/Shell/PowerShell	MySQL	Node.js			
Database administrator	Germany	C#	MariaDB	.NET Core	TensorFlow	Unreal Engine	
Developer, back-end	United Kingdom	Assembly	DynamoDB	Node.js			
Developer, back-end	United States	C#	Microsoft SQL Server	.NET	Node.js	React Native	
Developer, back-end	France	Go	MongoDB	React Native			
Database administrator	United Kingdom	C#	Microsoft SQL Server	.NET			
Developer, full-stack	Germany	C	Microsoft SQL Server	.NET	.NET Core	Xamarin	
Data scientist or machine learning specialist	India	C++		Hadoop	.NET	Pandas	TensorFlow
Developer, full-stack	Netherlands	HTML/CSS	Firebase	Node.js	React Native		
Academic researcher	United States	Bash/Shell/PowerShell	MySQL	Pandas			
Database administrator	United Kingdom	C#	MariaDB	Flutter	.NET	.NET Core	Node.js
Designer	India	Assembly	Couchbase	Apache Spark	Node.js	React Native	Unreal Engine
Developer, full-stack	United States	Ruby	MySQL	Apache Spark			
Developer, back-end	United States	Java	MongoDB	Apache Spark	Hadoop		
Developer, full-stack	Canada	HTML/CSS	MariaDB	Ansible	Cordova	Other(s):	
Developer, back-end	Germany	C	Firebase	Node.js			
Developer, full-stack	United Kingdom	Bash/Shell/PowerShell	Firebase	Cordova			
Developer, back-end	Netherlands	C#	Microsoft SQL Server	.NET	Node.js		
Developer, back-end	Brazil	HTML/CSS	MySQL	Cordova	Node.js	Other(s):	
Data scientist or machine learning specialist	United States	C	MySQL	.NET			
Data or business analyst	United Kingdom	C#	Microsoft SQL Server	.NET			
Developer, back-end	Spain	Bash/Shell/PowerShell	MongoDB	Node.js	React Native	Other(s):	
Data or business analyst	Australia	JavaScript	Couchbase	Chef			
Developer, back-end	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core	Node.js	
Developer, back-end	Germany	Bash/Shell/PowerShell	PostgreSQL	Node.js			
Developer, full-stack	Italy	Bash/Shell/PowerShell	Elasticsearch	Ansible	.NET	.NET Core	Pandas
Data or business analyst	Canada	Bash/Shell/PowerShell	MongoDB	.NET			
Developer, back-end	United States	Go	Elasticsearch	Cordova	Flutter		
Developer, back-end	Netherlands	C#	MySQL	Apache Spark	Unity 3D		
Developer, back-end	United Kingdom	Java	Cassandra	Ansible	Apache Spark	Hadoop	Node.js
Academic researcher	Germany	Bash/Shell/PowerShell	MySQL	Ansible	Node.js	Torch/PyTorch	
Designer	United Kingdom	C#	Microsoft SQL Server	.NET	.NET Core	Node.js	React Native
Developer, back-end	India	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Data scientist or machine learning specialist	India	HTML/CSS	MySQL	Unreal Engine			
Developer, full-stack	United States	C++	MongoDB	Node.js	Unity 3D	Unreal Engine	
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	MariaDB	Node.js			
Developer, QA or test	United States	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core		
Developer, front-end	Russian Federation	HTML/CSS	PostgreSQL	Node.js			
Developer, full-stack	Sweden	HTML/CSS	Firebase	Cordova	Node.js		
Designer	India	C	Firebase	Flutter	.NET	.NET Core	Node.js
Developer, back-end	United States	C++	Firebase	Hadoop			
Developer, back-end	United Kingdom	Bash/Shell/PowerShell	MariaDB	Ansible			
Developer, front-end	United States	Bash/Shell/PowerShell	Firebase	Node.js			
Developer, back-end	India	HTML/CSS	MySQL	React Native			
Data or business analyst	United States	Bash/Shell/PowerShell	Oracle	Flutter	Pandas	TensorFlow	
Developer, back-end	United States	Bash/Shell/PowerShell	DynamoDB	Apache Spark	Chef		
Developer, back-end	United States	Bash/Shell/PowerShell	MongoDB	Node.js			
Academic researcher	United States	Bash/Shell/PowerShell		Pandas			
Database administrator	United States	Bash/Shell/PowerShell	MongoDB	Node.js			
Developer, back-end	United States	HTML/CSS	MongoDB	Cordova	Node.js		
Developer, full-stack	United Kingdom	Bash/Shell/PowerShell	DynamoDB	Ansible	Node.js		
Developer, back-end	India	HTML/CSS	Firebase	Cordova	Node.js	React Native	
Developer, back-end	Canada	HTML/CSS	Oracle	Node.js			
Database administrator	United Kingdom	C#	Firebase	.NET	.NET Core		
Developer, full-stack	United States	Python	MySQL	Pandas			
Developer, back-end	India	Java	Elasticsearch	Pandas			
Designer	Germany	HTML/CSS	MongoDB	Node.js			
Developer, front-end	India	HTML/CSS	Firebase	Cordova	Node.js		
Developer, back-end	Brazil	Java	Elasticsearch	Node.js			
Data scientist or machine learning specialist	India	Python		Apache Spark	Pandas		
Database administrator	United Kingdom	Bash/Shell/PowerShell	MariaDB	Ansible	.NET	.NET Core	Node.js
Developer, full-stack	United Kingdom	HTML/CSS	MongoDB	Node.js			
Developer, back-end	United States	JavaScript		Pandas			
Developer, full-stack	United States	HTML/CSS	Oracle	Node.js	Pandas	TensorFlow	
Developer, back-end	Germany	Bash/Shell/PowerShell	MariaDB	Node.js			
Developer, back-end	Italy	C	Microsoft SQL Server	.NET			
Developer, full-stack	United States	C#	Microsoft SQL Server	.NET	.NET Core		
Developer, back-end	United States	Java	Cassandra	Apache Spark	Other(s):		
Developer, back-end	Canada	Bash/Shell/PowerShell	Microsoft SQL Server	.NET			
Developer, full-stack	United Kingdom	Bash/Shell/PowerShell	Microsoft SQL Server	.NET	.NET Core		
Data scientist or machine learning specialist	France	Bash/Shell/PowerShell	MariaDB	Node.js	React Native		
Data or business analyst	United States	Python	Microsoft SQL Server	Pandas			
Developer, full-stack	United States	HTML/CSS	MySQL	Node.js			
